docno,title,img_link,description,ingredients,allergens,price
d11,Pralines Classic assorted 36 pcs per box,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A selection of 36 exquisite pralines for an unforgettable taste experience. The box contains the following varieties of pralines (without alcohol): Honey-Nougat carré, Almond à l'ancienne, Moccatine, Walnut Marzipan, Le Noir, Almond blond, Piedmontese, Caramel Triangle, Trois Frères, Nut Trio, Nougatine, Walnut Branchli, Mousse Milk, Rigoletto, Pistache-Gianduja, Läderach Square, Nougat-Truffle and Dulce de Leche. (425g) *Christmas packaging subject to availability","sugar, cocoa butter, cocoa paste, , whole powder, butter ( ), , glucose, vegetable oils (palm kernel, palm, rapeseed), humectant (E420, E1103), cream ( ), skimmed powder, , , clarified butter ( ), , Chopped , invert sugar syrup, honey, caramel, , emulsifier ( lecithin, sunflower lecithin), fructose, coffee, maltodextrin, glucose syrup, natural flavour, cocoa powder, flavouring, natural flavouring substances, cocoa powder low-fat, white powder, skim , thickening agent (E414), salt (fleur de sel), coating agent (E904), malt, salt, ground vanilla. milk milk almond soya barley",May contain other nuts.,CHF 21.10
d12,FrischSchoggi Star Hazelnut Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A Läderach FrischSchoggi Star makes an ideal gift for Advent. It is made from melt-in-your-mouth milk chocolate, freshly produced by the Swiss chocolatier. Caramelised whole hazelnuts from Piedmont add a fabulous crunch. (200g)","34%, sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, vegetable oils (rapeseed), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances. soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d13,Pralines assorted 32 pieces Christmas Woodbox,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A selection of 32 beautiful Christmas pralinés for an unforgettable experience during the Advent season. Carefully packaged in a luxurious wooden box, a variety of alcohol-free Christmas pralinés and classic favourites await discovery. Ideal for gifting among friends and family. (360g)","sugar, cocoa butter, cocoa paste, , whole powder, vegetable oils (palm kernel, palm, sunflower, coconut, rapeseed), glucose, butter ( ), , , skimmed powder, humectant (E420), cream ( ), dried coconut flakes, honey, caramel, flour, Chopped , , emulsifier ( lecithin, sunflower lecithin), invert sugar syrup, cocoa beans kernels, vegetable fats (sunflower, rapeseed, shea, illipe), natural flavour, glucose syrup, clarified butter ( ), dextrose, flavouring, natural flavouring substances, salt (fleur de sel), coating agent (E904), salt, protein, thickening agent (E414), malt, raising agent (E500), antioxidant (E306), ground vanilla, colouring (E100). milk milk wheat almond soya barley","May contain egg, other nuts.",CHF 21.10
d14,FrischSchoggi boat big,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","The Läderach FrischSchoggi classic - a perfect gift. From fruity and fresh with white chocolate and raspberry pieces, classic with milk chocolate and caramelised Piedmontese hazelnuts or pure enjoyment with dark chocolate - there is something for everyone here. Our Läderach FrischSchoggi is made with love and only the best and freshest ingredients in Switzerland. Enjoy the chocolate as fresh as possible within 2-3 weeks. (650g)","sugar, cocoa butter, cocoa paste, , whole powder, , sticks, skimmed powder, , , cranberries, corn, butter ( ), glucose, orange juice from concentrate, cream ( ), fructose, emulsifier ( lecithin, sunflower lecithin), vegetable oils (rapeseed, sunflower), orange peel, blackberry juice, glucose syrup, natural flavour, lemon juice from concentrate, , natural flavouring substances, maltodextrin, pineapple fibres, raspberry juice, raspberry puree, acidifier (E330), flavouring, malt, salt (fleur de sel), salt, gelling agent (E440), cocoa powder, honey, colouring (E100). almond milk milk soya barley","May contain egg, other nuts.",CHF 21.10
d15,FrischSchoggi Sticks Christmasbox mini,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","We hope your Christmas is as colourful and sweet as this selection of fresh chocolate from Läderach chocolatier suisse: We combined our most popular FrischSchoggi varieties in an attractive, transparent packaging. Give this surprise to your loved ones, and sweeten their holidays. (95g)","sugar, cocoa butter, , whole powder, cocoa paste, , skimmed powder, , , fructose, vegetable oils (rapeseed), blackberry juice, emulsifier ( lecithin, sunflower lecithin), raspberry juice, raspberry puree, natural flavour, acidifier (E330), flavouring, natural flavouring substances, cocoa powder. soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d16,Pralines Classic Assorted 8 pcs per box,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A selection of 8 exquisite pralines for an unforgettable taste experience. The box contains the following varieties of pralines (without alcohol): Honey-Nougat carré, Walnut Marzipan, Almond à l'ancienne, Piedmontese, Nougatine, Caramel Triangle, Carré Läderach and Trois Frères. (95g) *Christmas packaging subject to availability","sugar, cocoa paste, cocoa butter, , , whole powder, butter ( ), vegetable oils (palm kernel, palm, rapeseed), glucose, cream ( ), , , skimmed powder, humectant (E420), honey, invert sugar syrup, emulsifier ( lecithin, sunflower lecithin), caramel, glucose syrup, flavouring, natural flavour, natural flavouring substances, salt (fleur de sel), thickening agent (E414), coating agent (E904), malt, ground vanilla. milk milk soya barley","May contain egg, other nuts.",CHF 21.10
d17,Pralines Classic assorted 24 pcs per box,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A selection of 24 exquisite pralines for an unforgettable taste experience. The box contains the following varieties of pralines (without alcohol): Honey-Nougat carré, Almond à l'ancienne, Moccatine, Walnut Marzipan, Le Noir, Almond blond, Piedmontese, Caramel Triangle, Trois Frères, Nut Trio, Nougatine, Walnut Branchli, Mousse Milk, Rigoletto, Pistache-Gianduja, Läderach Square, Nougat-Truffle and Dulce de Leche. (280g) *Christmas packaging subject to availability","sugar, cocoa butter, cocoa paste, , whole powder, butter ( ), , glucose, vegetable oils (palm kernel, palm, rapeseed), cream ( ), humectant (E420, E1103), skimmed powder, , clarified butter ( ), , Chopped , , invert sugar syrup, caramel, honey, , emulsifier ( lecithin, sunflower lecithin), maltodextrin, fructose, coffee, natural flavour, cocoa powder, glucose syrup, cocoa powder low-fat, white powder, natural flavouring substances, flavouring, salt (fleur de sel), skim , thickening agent (E414), coating agent (E904), malt, salt, ground vanilla. milk milk almond soya barley",May contain other nuts.,CHF 21.10
d18,Pralines Classic assorted 18 pcs per box,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","A selection of 18 exquisite pralines for an unforgettable taste experience. The box contains the following varieties of pralines (without alcohol): Honey-Nougat carré, Almond à l'ancienne, Moccatine, Walnut Marzipan, Le Noir, Almond blond, Piedmontese, Caramel Triangle, Trois Frères, Nut Trio, Nougatine, Walnut Branchli, Mousse Milk, Rigoletto, Pistache-Gianduja, Läderach Square, Nougat-Truffle and Dulce de Leche. (210g) *Christmas packaging subject to availability","sugar, cocoa butter, cocoa paste, , whole powder, butter ( ), , glucose, vegetable oils (palm kernel, palm, rapeseed), humectant (E420, E1103), cream ( ), skimmed powder, , , clarified butter ( ), , Chopped , invert sugar syrup, honey, caramel, , emulsifier ( lecithin, sunflower lecithin), fructose, coffee, maltodextrin, glucose syrup, natural flavour, cocoa powder, flavouring, natural flavouring substances, cocoa powder low-fat, white powder, skim , thickening agent (E414), salt (fleur de sel), coating agent (E904), malt, salt, ground vanilla. milk milk almond soya barley",May contain other nuts.,CHF 21.10
d19,Snacking Ginger Sticks,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']",This Läderach snacking bag contains spicy ginger sticks covered in pure Läderach dark chocolate. Deliciously snackable for when you have a moment to yourself. (140g),"sugar, ginger, cocoa paste, cocoa butter, emulsifier ( lecithin), natural flavouring substances. soya","May contain egg, gluten (incl. wheat), milk, nuts.",CHF 21.10
d20,Snacking Choco Flakes Dark,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']",This Läderach snacking bag contains delicious Läderach dark chocolate bites sprinkled with crisp corn flakes. Deliciously snackable for when you have a moment to yourself. (110g),"sugar, cocoa paste, corn, cocoa butter, emulsifier ( lecithin), malt, salt, natural flavouring substances. soya barley","May contain egg, milk, nuts.",CHF 21.10
d21,Chocolate Napolitains Case,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This souvenir box holds 16 individually wrapped chocolate squares of pure Läderach milk chocolate. The wrappers are decorated with various scenes of Switzerland, perfect to tide over travel-ready explorers until their next trip to Switzerland. Läderach chocolate is freshly made in Switzerland from bean to finished product. (110g)","sugar, cocoa butter, whole powder, cocoa paste, , skimmed powder, natural flavour, emulsifier ( lecithin), natural flavouring substances. soya","May contain egg, gluten (incl. wheat), nuts.",CHF 21.10
d22,Snacking Orange Slizes,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']",This Läderach snacking bag contains chocolate orange quarters. The candied orange slices are covered in fresh dark chocolate. A fruity taste experience for in between. (130g),"sugar, cocoa paste, water, glucose syrup, oranges 5%, cocoa butter, dextrose, emulsifier ( lecithin), natural flavouring substances. soya","May contain egg, gluten (incl. wheat), milk, nuts.",CHF 21.10
d23,Snacking Walnut Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This Läderach snacking bag contains chocolate walnuts. The roasted, caramelised nuts in the finest walnut gianduja are coated in the best Läderach milk chocolate. A truly crunchy treat. (130g)","sugar, cocoa butter, , whole powder, vegetable oils (palm kernel, palm), , cocoa paste, skimmed powder, , humectant (E420), caramel, glucose, butter ( ), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances. milk soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d24,Snacking Almond Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This Läderach snacking bag contains light Florentines. Crispy baked roasted mass with the finest almonds, honey and confit fruits on Swiss milk chocolate. Deliciously snackable for when you have a moment to yourself. (99g)","sugar, cocoa butter, , whole powder, cocoa paste, , skimmed powder, , vegetable oils (palm kernel, rapeseed, palm), emulsifier ( lecithin, sunflower lecithin), natural flavour, natural flavouring substances. soya","May contain egg, gluten (incl. wheat), other nuts.",CHF 21.10
d25,Snacking Florentine Milk,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This Läderach snacking bag contains light Florentines. Crispy baked roasted mass with the finest almonds, honey and confit fruits on Swiss milk chocolate. Deliciously snackable for when you have a moment to yourself. (99g)","sugar, cocoa butter, 11%, cream ( ), whole powder, glucose, butter ( ), candied orange peel 3% (orange peel, sugar, glucose-fructose syrup, acidifier (E330)), cocoa paste, honey, , skimmed powder, starch, gelling agent (E440), thickening agent (E414), natural flavour, emulsifier ( lecithin), natural flavouring substances. milk milk wheat soya","May contain egg, other nuts.",CHF 21.10
d26,Small Vegan FrischSchoggi Pouch,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","The Läderach FrischSchoggi vegan pouch contains a mix of our existing fresh vegan varieties and our new cashew milk-based alternative. This pouch includes the dark varieties Grand Cru Brazil 70%, almond, blackberry, orange-almond, and pistachio. All the varieties are plant based and free from dairy. To best enjoy the fresh flavor of this vegan chocolate, consume it within two to three weeks. (250g)","cocoa paste, sugar, , cocoa butter, , coconut blossom sugar, , orange juice from concentrate, inulin, emulsifier ( lecithin, sunflower lecithin), vegetable oils (rapeseed), fructose, blackberry juice, lemon juice from concentrate, natural flavouring substances, pineapple fibres, gelling agent (E440), flavouring, acidifier (E330), cocoa powder, colouring (E100). soya","May contain egg, gluten (incl. wheat), milk, other nuts.",CHF 21.10
d27,FrischSchoggi Grand Cru Madagascar 64% Cacao Lemon,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","This Grand Cru FrischSchoggi, made from the finest chocolate with 64% cocoa content, is distinguished by its varietal origin from Madagascar. It is refined and blended with with candied lemon pieces. This gourmet Swiss chocolate, made by Läderach chocolatier suisse, is produced at the highest quality using our chocolatier’s traditional craftsmanship. The FrischSchoggi is available in a quarter, half or as a whole chocolate slab. To best experience the aroma of the fresh chocolate, break and enjoy within 2-3 weeks.","cocoa paste, sugar, cocoa butter, Candied lemon peels 7% (lemon peel, glucose-fructose syrup, sugar, dextrose, natural flavouring substances), lemon crispies 6% (sugar, lemon juice, fructose, acidifier (E330), natural flavouring substances), natural flavouring substances, cocoa powder, colouring (E100), emulsifier ( lecithin). soya","May contain egg, gluten (incl. wheat), milk, nuts.",CHF 21.10
d28,FrischSchoggi boat small,"['https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092888_Pralin_s_assortiert_32er_Weihnachts_Holzbox_360g_3_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10092577_10097036_10098654_10005057_10098654_FrischSchoggiSchiffligross-01.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10097585_FrischSchoggi_Sticks_Weihnachten_max_380g_1_1.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/0/10007194_Pralin_s_assortiert_Special_Edition_16er_Packung_2.jpg', 'https://laderach.com/media/catalog/product/cache/ab58ae1874a621b7b023cbcffac729e3/1/_/1_10100519_FrischSchoggi_Sticks_Packung_Weihnachten_dunkel_max_1_1.jpg']","The Läderach FrischSchoggi classic - a perfect gift. From fruity and fresh with white chocolate and raspberry pieces, classic with milk chocolate and caramelised Piedmontese hazelnuts or pure enjoyment with dark chocolate - there is something for everyone here. Our Läderach FrischSchoggi is made with love and only the best and freshest ingredients in Switzerland. Enjoy the chocolate as fresh as possible within 2-3 weeks. (330g)","sugar, cocoa butter, cocoa paste, , whole powder, , sticks, skimmed powder, , , cranberries, butter ( ), glucose, orange juice from concentrate, orange peel, cream ( ), fructose, emulsifier ( lecithin, sunflower lecithin), vegetable oils (rapeseed, sunflower), blackberry juice, glucose syrup, natural flavour, lemon juice from concentrate, , maltodextrin, natural flavouring substances, pineapple fibres, raspberry juice, raspberry puree, acidifier (E330), flavouring, salt (fleur de sel), malt, gelling agent (E440), salt, cocoa powder, honey, colouring (E100). almond milk milk soya barley","May contain egg, other nuts.",CHF 21.10
